MES,CLIENTE,NRO_VEC_COB,PDPs_ROTAS,ESTADO_PDP,NRO_CUOTAS,MES_0,MES_1,MES_2,FECHALLAMADA,HORA,DEUDA_TOTAL,ESTATUS,ACTIVACION,MORA,TIPOCONTACTO
201402,C01710,<=10,>0,0,"<24, 48]",677.93,639.49,639.49,26/02/2014,10,5280.49,BT,2012,0,CNE
201402,C01711,<=10,0,0,"<24, 48]",1135.12,1712.08,0,11/02/2014,13,11884.7,BT,2013,1,CNE
201402,C01713,>10,0,0,"<24, 48]",81.81,163.86,,07/02/2014,12,1049.7,BT,2012,1,CNE
201402,C01714,<=10,0,0,"<24, 48]",898.04,1351.01,1349.38,12/02/2014,14,10678,BT,2012,0,CNE
201402,C01715,<=10,0,0,,293.79,0,886,24/02/2014,12,4662.22,BT,2012,1,CNE
201402,C01716,,0,0,>48,580.27,499.96,,18/02/2014,8,10258.4,BT,2011,1,CNE
201402,C01717,>10,0,0,>48,631.15,176.21,,18/02/2014,9,22878.7,BT,2012,1,CNE
201402,C01718,>10,0,0,"<24, 48]",305.53,299.44,0,13/02/2014,9,3826.37,BT,2012,1,CNE
201402,C01719,<=10,0,0,"<24, 48]",798.03,798.07,800.23,13/02/2014,11,18730.7,BT,2012,1,CNE
201402,C01720,,0,0,>48,2348.89,0,0,14/02/2014,10,12660.9,BT,2013,0,CNE
201402,C01721,<=10,0,0,>48,1371.94,0,0,18/02/2014,16,11049.2,BT,2012,0,COEF
201402,C01722,>10,0,0,"<24, 48]",55.44,0,,11/02/2014,15,3401.77,BT,2012,1,CNE
201402,C01723,<=10,0,0,"<24, 48]",815.91,816.97,,03/02/2014,12,14660.5,BT,2013,1,COEF
201402,C01724,<=10,0,0,"<24, 48]",1045.04,0,,04/02/2014,18,11698.5,BT,2011,0,CNE
201402,C01725,<=10,0,1,"<24, 48]",622.45,0,0,05/02/2014,18,4975.89,BT,2013,0,CNE
201402,C01726,<=10,0,0,"<24, 48]",139.74,0,0,17/02/2014,14,3651.21,BT,2013,1,CNE
201402,C01727,,0,0,>48,314.88,0,186.37,05/02/2014,8,7609.18,BT,2012,1,CNE
201402,C01728,<=10,0,0,<=24,279.79,281.84,,13/02/2014,10,2871.78,BT,2012,1,CNE
201402,C01730,<=10,>0,0,>48,1028.78,0,0,05/02/2014,17,9796.28,BT,2013,0,CNE
201402,C01731,<=10,0,0,"<24, 48]",227.24,189.47,,20/02/2014,8,4473.95,BT,2013,1,CNE
201402,C01732,,0,0,"<24, 48]",107.72,0,0,12/02/2014,13,6085.71,BT,2011,1,CNE
201402,C01733,>10,0,0,"<24, 48]",134.38,233.44,,07/02/2014,9,2315.92,BT,2011,1,CNE
201402,C01734,<=10,0,0,>48,298.16,295.19,298.75,18/02/2014,11,5755.4,BT,2012,1,CNE
201402,C01735,,>0,0,"<24, 48]",1863.85,0,0,27/02/2014,19,20309.9,BT,2013,0,CNE
201402,C01736,,>0,0,>48,2121.61,0,0,03/02/2014,19,22606.8,BT,2012,0,CNE
201402,C01738,<=10,0,0,"<24, 48]",65.86,184.34,69.69,03/02/2014,16,8818.8,BT,2013,1,CNE
201402,C01739,<=10,0,0,"<24, 48]",745.78,0,0,12/02/2014,10,5244.49,BT,2013,0,CNE
201402,C01740,>10,>0,0,>48,691.92,695.81,698.69,18/02/2014,15,11233.5,BT,2011,1,CNE
201402,C01742,<=10,0,0,<=24,159.79,159.91,320.51,03/02/2014,16,2248.8,BT,2013,1,COEF
201402,C01743,<=10,0,0,"<24, 48]",255.08,255.41,,04/02/2014,11,4988.16,BT,2013,1,COEF
201402,C01744,,0,0,<=24,214.94,215.36,0,06/02/2014,8,821.16,BT,2012,1,COEF
201402,C01745,,0,0,"<24, 48]",732.38,837.25,1576.96,26/02/2014,14,20580,BT,2013,1,CNE
201402,C01746,<=10,0,0,"<24, 48]",219.93,0,,11/02/2014,11,3495.59,BT,2012,1,CNE
201402,C01747,,0,0,>48,467.74,936.52,1409.85,17/02/2014,7,9014.84,BT,2012,1,COEF
201402,C01748,,0,0,"<24, 48]",322.83,645.05,969.87,28/02/2014,7,5842.16,BT,2013,1,CNE
201402,C01749,<=10,>0,0,,269.7,0,813.75,26/02/2014,9,6247.87,BT,2013,1,CNE
201402,C01750,<=10,>0,0,"<24, 48]",1200.46,0,0,07/02/2014,7,1201.46,BT,2013,0,COEF
201402,C01751,<=10,0,0,"<24, 48]",558.95,553.6,552.85,26/02/2014,7,6303.38,BT,2013,0,CNE
201402,C01753,<=10,0,0,"<24, 48]",436.35,0,99.3,03/02/2014,17,4706.42,BT,2012,0,CNE
201402,C01754,<=10,0,0,<=24,144.03,144.56,144.05,10/02/2014,7,1039.26,BT,2013,1,CNE
201402,C01756,<=10,0,0,"<24, 48]",279.06,0,,05/02/2014,9,5721.67,BT,2013,1,COEF
201402,C01757,<=10,0,0,>48,231.68,232.09,,10/02/2014,11,6082.87,BT,2013,1,CNE
201402,C01758,>10,0,0,"<24, 48]",359.76,359.35,358.67,07/02/2014,14,5517.12,BT,2011,1,CNE
201402,C01759,<=10,0,0,>48,157.17,808.85,2535.7,04/02/2014,10,21006.7,BT,2013,1,CNE
201402,C01760,<=10,0,0,"<24, 48]",273.91,0,251.37,13/02/2014,8,4841.96,BT,2013,1,COEF
201402,C01763,<=10,0,0,>48,823.37,245.51,0,06/02/2014,9,22825.2,BT,2013,1,COEF
201402,C01764,<=10,0,0,"<24, 48]",315.59,0,315.92,03/02/2014,11,6644.86,BT,2013,1,COEF
201402,C01766,,0,0,>48,641.38,641.38,,27/02/2014,10,16654.2,BT,2013,1,CNE
201402,C01767,<=10,0,0,"<24, 48]",231.56,231.61,,11/02/2014,10,5256.09,BT,2013,1,CNE
201402,C01768,>10,0,0,"<24, 48]",1129.38,0,0,25/02/2014,15,6998.59,BT,2011,0,CNE
201402,C01769,,0,0,>48,544.83,696.72,698.6,17/02/2014,16,20406.2,BT,2013,1,COEF
201402,C01770,<=10,>0,0,"<24, 48]",751.57,0,0,04/02/2014,10,5002.61,BT,2013,0,CNE
201402,C01771,>10,0,0,"<24, 48]",614.16,621.9,622.51,11/02/2014,13,11423.2,BT,2011,1,CNE
201402,C01773,<=10,0,0,"<24, 48]",477.25,46.99,92.91,07/02/2014,9,17598,BT,2013,1,COEF
201402,C01774,>10,>0,1,"<24, 48]",136.16,441.1,,14/02/2014,15,7003.43,BT,2011,1,COEF
201402,C01775,<=10,0,0,"<24, 48]",351.59,704.17,0,11/02/2014,17,7296.08,BT,2013,1,COEF
201402,C01777,>10,0,0,"<24, 48]",280.93,0,0,20/02/2014,17,3025.04,BT,2012,1,COEF
201402,C01778,<=10,0,0,"<24, 48]",1664.97,0,0,04/02/2014,17,9893.94,BT,2012,0,CNE
201402,C01780,<=10,0,0,<=24,201.85,0,0,04/02/2014,12,2578.67,BT,2013,1,CNE
201402,C01781,>10,0,0,"<24, 48]",336.75,349.2,102.65,03/02/2014,9,4934.52,BT,2012,1,COEF
201402,C01782,>10,>0,0,"<24, 48]",255.33,0.52,255.7,18/02/2014,11,2770.96,BT,2012,1,CNE
201402,C01785,<=10,0,0,<=24,127.25,0,,13/02/2014,9,1538.75,BT,2012,1,CNE
201402,C01786,>10,0,0,"<24, 48]",73.74,75.42,81.87,26/02/2014,9,1255.68,BT,2013,1,CNE
201402,C01787,>10,0,0,,93.2,348.3,0,06/02/2014,15,8644.79,BT,2011,1,COEF
201402,C01788,,>0,1,"<24, 48]",1454.92,0,2399.6,11/02/2014,11,23453.4,BT,2012,0,COEF
201402,C01789,,0,0,"<24, 48]",795.02,0,750.87,03/02/2014,8,13156.6,BT,2012,1,CNE
201402,C01790,,0,0,>48,257.43,257.43,0,20/02/2014,14,8166.44,BT,2013,1,CNE
201402,C01791,<=10,>0,0,>48,414.51,414.74,830.9,10/02/2014,9,8535.24,BT,2012,1,COEF
201402,C01792,<=10,0,0,"<24, 48]",289.47,0,11.52,12/02/2014,9,5150.92,BT,2013,1,COEF
201402,C01793,,0,0,>48,107.95,0,0,07/02/2014,10,2923.76,BT,2013,1,CNE
201402,C01796,>10,0,0,>48,2150.75,0,0,03/02/2014,16,69550.2,BT,2012,1,COEF
201402,C01797,,>0,0,>48,192.5,174.16,112.99,24/02/2014,9,7366.1,BT,2011,1,CNE
201402,C01798,<=10,0,0,>48,208.89,0,0,05/02/2014,12,5383.81,BT,2013,1,CNE
201402,C01799,>10,0,0,>48,26.23,39.38,0,06/02/2014,9,8933.18,BT,2011,1,CNE
201402,C01800,>10,0,0,,226.4,0.4,0,03/02/2014,15,2922.08,BT,2012,1,CNE
201402,C01803,<=10,>0,0,>48,388.94,778.56,391.73,26/02/2014,10,9959.22,BT,2013,1,CNE
201402,C01804,<=10,0,0,"<24, 48]",1685.71,0,0,12/02/2014,13,6835.9,BT,2011,0,COEF
201402,C01805,>10,0,0,"<24, 48]",280.95,561.91,844.71,12/02/2014,13,1143.09,BT,2011,0,CNE
201402,C01807,,>0,0,<=24,785.69,0,0,25/02/2014,17,2472.38,BT,2013,0,CNE
201402,C01809,<=10,0,0,>48,298.04,600.27,904.37,06/02/2014,12,6663.85,BT,2013,1,CNE
201402,C01810,<=10,>0,0,<=24,1550.37,0,0,19/02/2014,18,9626.47,BT,2013,0,CNE
201402,C01811,>10,0,0,"<24, 48]",238.05,238.38,238.58,11/02/2014,8,2815.51,BT,2012,1,COEF
201402,C01812,<=10,0,0,<=24,783.79,0,,05/02/2014,7,2598.72,BT,2013,1,COEF
201402,C01813,<=10,0,0,"<24, 48]",509.29,510.68,0,19/02/2014,14,8943.32,BT,2011,1,CNE
201402,C01814,,0,0,"<24, 48]",716.05,1077.37,1440.82,28/02/2014,8,5834.37,BT,2011,0,CNE
201402,C01815,<=10,0,0,<=24,111.29,135.1,0,12/02/2014,11,592.41,BT,2012,1,CNE
201402,C01816,,0,0,"<24, 48]",774,0,0,13/02/2014,19,5154.18,BT,2013,0,CNE
201402,C01817,<=10,0,0,"<24, 48]",109.24,0,0,04/02/2014,12,1446.9,BT,2012,1,COEF
201402,C01818,<=10,>0,0,,685.67,0,924.49,19/02/2014,13,9226.99,BT,2012,1,COEF
201402,C01819,,>0,1,"<24, 48]",3102.23,0,,03/02/2014,20,24969.1,BT,2012,0,CNE
201402,C01820,,>0,0,>48,355.97,719.41,1085.72,26/02/2014,15,9184.48,BT,2013,1,CNE
201402,C01821,,0,0,<=24,295.02,302.3,298.38,10/02/2014,18,1161.92,BT,2013,1,CNE
201402,C01822,>10,>0,1,"<24, 48]",26.38,126.71,247.25,20/02/2014,10,2381.27,BT,2011,1,COEF
201402,C01823,<=10,>0,0,"<24, 48]",185.35,171.05,157.41,17/02/2014,14,3131.35,BT,2013,1,CNE
201402,C01824,>10,0,0,"<24, 48]",516.65,777.38,1040.63,10/02/2014,11,3486.69,BT,2012,0,CNE
201402,C01825,,>0,0,>48,685.47,367.39,0,21/02/2014,10,684.52,BT,2010,0,COEF
201402,C01827,<=10,0,0,"<24, 48]",309.96,0,0,04/02/2014,11,3369.48,BT,2012,1,COEF
201402,C01829,<=10,0,0,"<24, 48]",1018.15,0,0,07/02/2014,15,5933.44,BT,2013,0,COEF
201402,C01830,<=10,0,0,<=24,250.24,0,0,04/02/2014,18,5794.71,BT,2013,1,COEF
201402,C01831,<=10,0,0,"<24, 48]",860.86,0,0,12/02/2014,10,23708,BT,2012,1,COEF
201402,C01833,<=10,0,0,"<24, 48]",314.95,0,,17/02/2014,18,3140,BT,2013,1,CNE
201402,C01834,<=10,0,0,>48,21.18,0,556.23,05/02/2014,8,10568.6,BT,2011,1,CNE
201402,C01835,<=10,0,0,"<24, 48]",208.5,0,,07/02/2014,9,3685.97,BT,2013,1,COEF
201402,C01836,<=10,0,0,,414.22,0.21,0.47,04/02/2014,8,8533.99,BT,2012,1,COEF
201402,C01837,>10,0,0,"<24, 48]",213.48,212.99,0,20/02/2014,20,2012.95,BT,2011,1,CNE
201402,C01838,<=10,0,0,"<24, 48]",529.67,0.46,0.73,04/02/2014,14,13743.6,BT,2013,1,COEF
201402,C01839,,0,0,"<24, 48]",665.66,1336.3,1313.35,26/02/2014,10,21318.1,BT,2012,1,CNE
201402,C01840,>10,0,0,,195.86,803.41,605.09,05/02/2014,15,8801.54,BT,2011,1,CNE
201402,C01841,<=10,0,0,>48,564.31,562.46,0,03/02/2014,9,21453.5,BT,2013,1,COEF
201402,C01842,,0,0,>48,524.62,0,523.52,13/02/2014,15,13936.7,BT,2013,1,CNE
201402,C01843,<=10,0,0,<=24,244.98,0,0,04/02/2014,9,4134.46,BT,2013,1,CNE
201402,C01844,<=10,0,0,<=24,290.12,274.68,302.32,06/02/2014,15,4087.31,BT,2013,1,COEF
201402,C01845,,>0,0,"<24, 48]",668.31,442.83,132.28,14/02/2014,7,20500.7,BT,2013,1,CNE
201402,C01846,<=10,0,0,,1196.47,0,0,06/02/2014,13,20870.4,BT,2013,0,CNE
201402,C01848,<=10,0,0,>48,58.35,113.55,112.44,04/02/2014,19,2440.15,BT,2013,1,CNE
201402,C01849,<=10,0,0,"<24, 48]",258.44,258.44,0,03/02/2014,11,1221.88,BT,2012,1,COEF
201402,C01850,,0,0,>48,37.56,0,0,03/02/2014,15,9588.19,BT,2013,1,CNE
201402,C01851,<=10,>0,0,,426.28,854.03,,28/02/2014,13,5731.62,BT,2012,1,CNE
201402,C01852,<=10,0,0,"<24, 48]",90.42,0,,19/02/2014,11,8320.76,BT,2013,1,CNE
201402,C01853,>10,0,0,>48,178.93,0,0,19/02/2014,11,2976.52,BT,2010,1,COEF
201402,C01855,<=10,0,0,<=24,216.39,0,217.4,19/02/2014,12,1399.89,BT,2013,1,COEF
201402,C01856,<=10,0,0,,407.55,407.83,0.43,05/02/2014,7,7939.39,BT,2013,1,COEF
201402,C01857,>10,>0,0,"<24, 48]",234.07,233.85,234.14,28/02/2014,9,1288.02,BT,2011,1,CNE
201402,C01858,,>0,0,"<24, 48]",1709.04,0,0,19/02/2014,16,9630.36,BT,2012,0,CNE
201402,C01860,<=10,>0,0,"<24, 48]",723.52,540.18,540.18,20/02/2014,18,7631.27,BT,2012,0,COEF
201402,C01861,<=10,0,0,"<24, 48]",278.19,0,0,03/02/2014,15,14232.5,BT,2013,1,CNE
201402,C01863,,>0,0,>48,75.63,267.94,0,17/02/2014,15,5746.64,BT,2011,1,COEF
201402,C01865,>10,0,0,<=24,562.33,0,0,04/02/2014,19,1135.67,BT,2012,1,CNE
201402,C01866,<=10,0,0,,694.16,1043.22,0,17/02/2014,15,7579.82,BT,2013,0,CNE
201402,C01867,,0,0,,735.6,1471.42,0,26/02/2014,13,22031.6,BT,2013,1,CNE
201402,C01869,,0,0,"<24, 48]",256.65,0,0,05/02/2014,20,4370.79,BT,2013,1,CNE
201402,C01871,<=10,0,0,>48,54.2,0,0,05/02/2014,9,10003.5,BT,2013,1,CNE
201402,C01872,<=10,0,0,<=24,300.17,297.89,230.08,11/02/2014,7,2673.71,BT,2013,1,CNE
201402,C01873,>10,0,0,"<24, 48]",160.31,0,0,20/02/2014,8,2450.71,BT,2011,1,CNE
201402,C01875,<=10,0,0,"<24, 48]",158.06,158.58,0,07/02/2014,12,6038.81,BT,2013,1,CNE
201402,C01876,<=10,0,0,>48,211.91,228.71,219.6,11/02/2014,20,5823.99,BT,2013,1,COEF
201402,C01877,<=10,0,0,<=24,627.85,1260.52,37.35,13/02/2014,10,11267.5,BT,2013,1,CNE
201402,C01878,<=10,0,0,>48,187.68,0,721.47,03/02/2014,16,22363.8,BT,2013,1,CNE
201402,C01879,>10,0,0,"<24, 48]",879.05,437.16,0,12/02/2014,10,6450.56,BT,2012,0,CNE
201402,C01881,>10,0,0,,224.48,224.59,224.85,10/02/2014,7,1848.48,BT,2011,1,COEF
201402,C01882,<=10,>0,0,"<24, 48]",1167.15,0,0,06/02/2014,15,3814.1,BT,2012,0,CNE
201402,C01883,>10,0,0,>48,113.7,244.24,59.57,21/02/2014,7,2042.03,BT,2010,1,CNE
201402,C01884,,0,0,"<24, 48]",289.58,0,297.58,05/02/2014,10,6512.6,BT,2012,1,COEF
201402,C01885,<=10,0,0,"<24, 48]",1112.36,0,0,05/02/2014,14,4015.67,BT,2012,0,CNE
201402,C01886,<=10,>0,0,,1396.72,0,0,05/02/2014,16,10544.1,BT,2013,0,CNE
201402,C01887,,0,0,"<24, 48]",138.63,133.13,142.9,04/02/2014,9,968.94,BT,2011,1,CNE
201402,C01889,,0,0,"<24, 48]",683.67,680.32,665.88,12/02/2014,12,16757.6,BT,2012,1,COEF
201402,C01890,<=10,0,0,<=24,635.78,637.46,0,19/02/2014,18,635.11,BT,2013,0,CNE
201402,C01892,<=10,0,0,,202.46,0,0,12/02/2014,9,2382.5,BT,2012,1,CNE
201402,C01893,>10,0,0,"<24, 48]",44.57,0,0,21/02/2014,8,1731.05,BT,2011,1,COEF
201402,C01894,<=10,0,0,"<24, 48]",36.48,251.23,308.77,03/02/2014,16,12723.7,BT,2013,1,CNE
201402,C01896,>10,>0,0,"<24, 48]",725.79,0,0,05/02/2014,12,3099.23,BT,2012,0,CNE
201402,C01897,,0,0,"<24, 48]",776.6,785.89,1050.63,07/02/2014,11,5212.02,BT,2013,0,CNE
201402,C01898,>10,>0,0,"<24, 48]",326.65,0,0,21/02/2014,15,1357.68,BT,2011,1,CNE
201402,C01900,,0,0,"<24, 48]",455.71,0,0,05/02/2014,11,8043.44,BT,2012,1,CNE
201402,C01901,<=10,0,0,>48,684.82,0,0,10/02/2014,13,21898.7,BT,2013,1,CNE
201402,C01904,<=10,0,0,<=24,341.91,0,341.67,25/02/2014,13,5511.33,BT,2013,1,CNE
201402,C01906,<=10,0,0,,466.22,302.03,471.11,06/02/2014,10,13489.2,BT,2013,1,CNE
201402,C01907,>10,0,0,"<24, 48]",336.53,336.6,,21/02/2014,7,4540.3,BT,2012,1,COEF
201402,C01909,,0,0,>48,468.14,0,0,03/02/2014,11,12716.3,BT,2013,1,CNE
201402,C01910,<=10,0,0,"<24, 48]",300.54,394.94,,03/02/2014,9,14007.8,BT,2011,1,CNE
201402,C01911,<=10,0,0,<=24,368.97,827.12,,27/02/2014,15,1700.54,BT,2012,1,COEF
201402,C01912,>10,0,0,"<24, 48]",65.33,81.8,11.49,06/02/2014,15,1051.6,BT,2011,1,CNE
201402,C01913,<=10,0,0,"<24, 48]",228.05,499.26,,24/02/2014,9,19146,BT,2013,1,CNE
201402,C01914,>10,0,0,"<24, 48]",290.61,286.47,,17/02/2014,13,4864.59,BT,2012,1,COEF
201402,C01915,,0,0,,256.57,0,609.09,18/02/2014,13,556.11,BT,2012,1,CNE
201402,C01917,<=10,>0,0,<=24,649.45,651.01,1328.74,21/02/2014,18,4512.14,BT,2013,1,COEF
201402,C01918,<=10,0,0,"<24, 48]",956.24,1057.15,925.98,11/02/2014,7,29963.6,BT,2013,1,COEF
201402,C01921,,0,0,>48,284.66,0,955.4,21/02/2014,15,1168.24,BT,2011,1,CNE
201402,C01922,,0,0,>48,519.25,529.85,0,19/02/2014,7,4575.77,BT,2011,0,CNE
201402,C01924,,0,0,>48,171.62,507.63,0,05/02/2014,20,8468.82,BT,2013,0,CNE
201402,C01925,>10,>0,0,>48,1514.24,0,0,18/02/2014,14,11162,BT,2012,0,CNE
201402,C01926,>10,0,0,,381.13,380.49,379.03,24/02/2014,16,4560.06,BT,2011,1,COEF
201402,C01927,<=10,0,0,<=24,623.58,632.94,0,24/02/2014,8,622.91,BT,2013,0,CNE
201402,C01929,<=10,0,0,<=24,246.83,0,270.86,04/02/2014,9,3126.17,BT,2013,1,COEF
201402,C01930,>10,>0,0,>48,618.22,1221.22,215.05,28/02/2014,7,10425.5,BT,2011,1,COEF
201402,C01931,>10,0,0,<=24,219.91,220.43,0,03/02/2014,13,658.35,BT,2012,1,COEF
201402,C01932,<=10,>0,0,<=24,748.77,0,0,05/02/2014,7,4337.14,BT,2013,0,COEF
201402,C01933,<=10,0,0,"<24, 48]",418.58,0,0,19/02/2014,18,8512.7,BT,2012,1,COEF
201402,C01934,<=10,>0,0,"<24, 48]",2184.21,0,0,26/02/2014,16,21899.2,BT,2013,0,CNE
201402,C01935,>10,0,0,,225.19,0,0,03/02/2014,11,2769.15,BT,2012,1,COEF
201402,C01937,<=10,0,0,>48,319.81,205.24,0,13/02/2014,14,13141.9,BT,2012,1,CNE
201402,C01938,<=10,0,0,>48,819.77,845.2,0,26/02/2014,14,21800.5,BT,2012,1,COEF
201402,C01939,,>0,0,"<24, 48]",1451.25,0,732.68,03/02/2014,9,21040.6,BT,2013,0,COEF
201402,C01940,,0,0,>48,940.85,0,0,04/02/2014,13,56172.7,BT,2013,1,COEF
201402,C01941,,0,0,"<24, 48]",40,360.97,373.71,03/02/2014,13,5731.27,BT,2011,1,COEF
201402,C01943,<=10,0,0,"<24, 48]",26,32.76,33,25/02/2014,7,13656.6,BT,2013,1,CNE
201402,C01946,<=10,>0,0,<=24,459.78,0,0,26/02/2014,14,3091.65,BT,2013,0,CNE
201402,C01947,<=10,0,0,"<24, 48]",380.52,0,0,03/02/2014,9,10071.4,BT,2012,1,CNE
201402,C01951,<=10,0,0,"<24, 48]",265.62,0,0,14/02/2014,14,5390.46,BT,2013,1,CNE
201402,C01956,<=10,>0,0,<=24,303.26,334.11,334.11,12/02/2014,15,2546.17,BT,2013,0,CNE
201402,C01957,<=10,0,0,"<24, 48]",666.41,689.48,1.25,10/02/2014,17,18180.1,BT,2012,1,CNE
201402,C01958,<=10,0,0,"<24, 48]",115.26,115.35,129.17,04/02/2014,7,2492.8,BT,2013,1,CNE
201402,C01960,<=10,>0,0,<=24,1121.7,0,0,24/02/2014,15,6691.75,BT,2013,0,CNE
201402,C01962,<=10,>0,0,<=24,397.55,790.47,790.47,18/02/2014,8,5348.76,BT,2013,0,CNE
201402,C01964,<=10,0,0,"<24, 48]",550.56,138.74,47.04,21/02/2014,10,12932.5,BT,2012,1,COEF
201402,C01965,<=10,0,0,"<24, 48]",330.6,0,0,07/02/2014,7,7283.68,BT,2013,1,COEF
201402,C01966,,0,0,>48,30.47,0,0,10/02/2014,14,36390.7,BT,2012,1,CNE
201402,C01967,<=10,>0,1,"<24, 48]",3010.78,4024.28,0,19/02/2014,14,31064.5,BT,2013,0,CNE
201402,C01968,<=10,0,0,"<24, 48]",628.86,0,,18/02/2014,9,17726.7,BT,2013,1,CNE
201402,C01969,<=10,0,0,>48,657.45,0,0,06/02/2014,8,25060.5,BT,2013,1,COEF
201402,C01970,,0,0,"<24, 48]",293.95,298.83,277.92,07/02/2014,10,3727.16,BT,2012,1,CNE
201402,C01971,<=10,0,0,<=24,126.32,0,35.33,14/02/2014,14,2143.31,BT,2013,1,CNE
201402,C01973,<=10,0,0,"<24, 48]",606.4,608.62,,04/02/2014,13,12728.3,BT,2013,1,CNE
201402,C01975,<=10,0,0,"<24, 48]",1340.36,0,,04/02/2014,9,11573.3,BT,2012,0,COEF
201402,C01976,>10,0,0,"<24, 48]",244.38,244.5,244.65,24/02/2014,12,3091.12,BT,2012,1,CNE
201402,C01977,,0,0,"<24, 48]",448.21,0,0,17/02/2014,8,2775.07,BT,2012,0,CNE
201402,C01978,<=10,0,0,"<24, 48]",590.47,596.57,545.33,25/02/2014,16,17072.4,BT,2013,1,CNE
201402,C01979,<=10,0,0,>48,456.65,0,66.45,04/02/2014,8,11276.3,BT,2013,1,CNE
201402,C01980,>10,>0,0,>48,117.63,236.72,119.33,20/02/2014,9,2137.1,BT,2012,1,CNE
201402,C01981,,0,0,"<24, 48]",873.5,0,,28/02/2014,10,10901.1,BT,2012,0,CNE
201402,C01984,<=10,>0,0,>48,1598.81,0,0,21/02/2014,11,18801.3,BT,2012,0,COEF
201402,C01985,<=10,0,0,"<24, 48]",715.13,0,0,20/02/2014,11,4458.61,BT,2012,0,CNE
201402,C01986,<=10,0,0,"<24, 48]",374.95,750.7,1127.68,10/02/2014,13,8796.94,BT,2013,1,CNE
201402,C01987,>10,>0,0,"<24, 48]",711.58,0.9,0.34,07/02/2014,14,8212.19,BT,2011,0,CNE
201402,C01988,>10,>0,0,"<24, 48]",347.97,348.62,697.98,14/02/2014,11,1902.73,BT,2011,1,CNE
201402,C01989,<=10,0,0,"<24, 48]",278.96,559.84,843.05,03/02/2014,15,5245.11,BT,2013,1,CNE
201402,C01990,<=10,0,0,,578.78,580.61,1225.73,03/02/2014,10,1753.16,BT,2013,1,COEF
201402,C01992,>10,0,0,"<24, 48]",240.41,237.34,240.52,13/02/2014,12,2160.67,BT,2011,1,CNE
201402,C01993,<=10,0,0,"<24, 48]",137.66,0,137.7,20/02/2014,7,3954.22,BT,2013,1,COEF
201402,C01994,,0,0,>48,197.5,0,290.54,07/02/2014,9,7608.6,BT,2013,1,CNE
201402,C01995,<=10,0,0,"<24, 48]",179.07,0,,14/02/2014,9,3780.38,BT,2013,1,CNE
201402,C01996,<=10,0,0,"<24, 48]",450.1,0,0,06/02/2014,10,12130.9,BT,2013,1,CNE
201402,C01998,<=10,0,0,"<24, 48]",363.64,83.85,0,04/02/2014,16,8807.29,BT,2013,1,COEF
201402,C01999,<=10,0,0,>48,1423.62,2144.99,0,26/02/2014,14,16982.9,BT,2012,0,CNE
201402,C02001,<=10,>0,0,"<24, 48]",570.02,0,910.66,20/02/2014,12,5490.05,BT,2013,0,CNE
201402,C02003,<=10,0,0,"<24, 48]",201.93,0,0,13/02/2014,10,16006.2,BT,2013,1,CNE
201402,C02004,>10,0,0,>48,598.97,599.04,0,10/02/2014,15,38683.6,BT,2011,1,CNE
201402,C02005,<=10,0,0,>48,581.07,0.61,,04/02/2014,14,16259.5,BT,2013,1,CNE
201402,C02008,,0,0,"<24, 48]",156.61,242.99,0,13/02/2014,8,4464.67,BT,2013,1,CNE
201402,C02009,<=10,0,0,<=24,313.31,311.96,311.84,28/02/2014,17,3054.68,BT,2013,1,CNE
201402,C02010,>10,0,0,"<24, 48]",527.48,859.91,1194.38,05/02/2014,14,2627.96,BT,2011,0,CNE
201402,C02011,,0,0,>48,577.6,577.82,579.56,28/02/2014,20,7567.24,BT,2011,1,CNE
201402,C02013,<=10,0,0,<=24,361.25,0,0,04/02/2014,15,5583.84,BT,2013,1,COEF
201402,C02014,<=10,0,0,<=24,183.69,0,0,26/02/2014,8,2627.52,BT,2013,1,CNE
201402,C02015,<=10,0,0,,171.22,171.31,0,03/02/2014,11,3061.31,BT,2013,1,CNE
201402,C02016,<=10,0,0,"<24, 48]",310.01,0,313.1,06/02/2014,15,6833.32,BT,2013,1,CNE
201402,C02017,,0,0,"<24, 48]",327.44,23.44,537,18/02/2014,14,10983.1,BT,2012,1,CNE
201402,C02018,,0,0,>48,4059.9,0,0,18/02/2014,7,73187.8,BT,2012,0,CNE
201402,C02019,>10,0,0,"<24, 48]",393.53,413.43,,04/02/2014,11,14325.8,BT,2012,1,CNE
201402,C02020,,0,0,,807.28,0,0,10/02/2014,11,9288.14,BT,2013,0,CNE
201402,C02021,<=10,0,0,"<24, 48]",85.59,54.16,0,06/02/2014,7,5366.41,BT,2013,1,CNE
201402,C02023,>10,0,0,>48,159.85,0,0,06/02/2014,17,16025.2,BT,2012,1,CNE
201402,C02025,<=10,0,0,"<24, 48]",180.66,362.04,,03/02/2014,11,3427.19,BT,2013,1,COEF
201402,C02026,<=10,0,0,"<24, 48]",44,0,0,04/02/2014,10,12597.2,BT,2013,1,COEF
201402,C02027,<=10,0,0,,256.63,253.05,256.54,06/02/2014,7,2630.3,BT,2013,1,CNE
201402,C02028,<=10,0,0,>48,1110.66,305.23,793.17,06/02/2014,16,34930.1,BT,2013,1,COEF
201402,C02030,<=10,0,0,<=24,189.52,0,0,25/02/2014,11,2041.37,BT,2013,1,CNE
